Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References,Status,Status Date
9303,MD,Zero Emission Vehicle (ZEV) Infrastructure Promotion,"The Maryland Zero Emission Electric Vehicle Infrastructure Council
(ZEEVIC) promotes the use of ZEVs, including electric vehicles (EVs) and
fuel cell electric vehicles (FCEV), in the state. Specific
responsibilities of ZEEVIC include the following:

-   Develop policies and an action plan to promote and facilitate the
    integration of ZEVs into the Maryland transportation network;
-   Assist in developing and coordinating statewide standards for
    streamlined permitting and installation of electric vehicle charging
    and hydrogen fueling equipment;
-   Develop recommendations for a statewide EV charging and FCEV
    refueling infrastructure plan, including standard pricing
    information displays;
-   Increase and support consumer awareness and ownership of ZEVs
    through public outreach;
-   Recommend incentives to support private-sector investment in ZEVs;
-   Develop targeted policies to support fleet purchases of ZEVs;
-   Develop charging solutions for multiunit dwellings;
-   Encourage local and regional efforts to promote the use of ZEVs;
-   Develop model procurement practices for light-duty vehicles that
    include an evaluation of the vehicle lifecycle costs inclusive of
    estimated fuel cost over the anticipated life of the vehicle;
-   Recommend policies that support EV charging and FCEV fueling from
    clean energy sources;
-   Establish performance measures for meeting ZEV related employment,
    infrastructure, and regulatory goals; and
-   Pursue other policies, goals, and objectives that promote the
    adoption of ZEVs.

The Maryland Department of Transportation must provide staff support to
ZEEVIC with the assistance of the Maryland Energy Administration and the
Maryland Public Service Commission. For more information, including
interim reports, see the [Maryland Zero Emission Electric Vehicle
Infrastructure
Council](https://www.mdot.maryland.gov/tso/Pages/Index.aspx?PageId=81)
website and the [MarylandEV](https://marylandev.org/) website.

(Reference [Chapter 378, Acts of 2015](http://mgaleg.maryland.gov/2015RS/chapters_noln/Ch_378_sb0714T.pdf), [Chapter 213, Acts of 2019](http://mgaleg.maryland.gov/2019RS/chapters_noln/Ch_213_hb1246E.pdf), and [Chapter 118, Acts of 2020](http://mgaleg.maryland.gov/2020RS/chapters_noln/Ch_118_hb0232T.pdf))",2011-05-19 00:00:00 UTC,2020-05-08 00:00:00 UTC,false,50,Laws and Regulations,"",2020-05-12 15:28:42 UTC,,,,"",ELEC|HY|PHEV,"",OTHER,GOV|OTHER,http://mgaleg.maryland.gov/webmga/frm1st.aspx?tab=home|http://mgaleg.maryland.gov/webmga/frm1st.aspx?tab=home|http://mgaleg.maryland.gov/webmga/frm1st.aspx?tab=home|http://mgaleg.maryland.gov/2015RS/chapters_noln/Ch_378_sb0714T.pdf|http://mgaleg.maryland.gov/2019RS/chapters_noln/Ch_213_hb1246E.pdf|http://mgaleg.maryland.gov/2020RS/chapters_noln/Ch_118_hb0232T.pdf,amended,2020-05-08
9401,ME,State Plan to Reduce Petroleum Consumption,"The Governor\'s Energy Office developed the Comprehensive Energy Plan to
advance the principles, programs, and integrated plans necessary to
secure a safe, clean, and affordable energy future for the citizens of
Maine. The plan is updated every two years. The February 2015 plan,
recommends public-private partnerships to evaluate mass transit options
and expand natural gas, propane, and electric vehicles in fleets. For
more information see the Maine Comprehensive Energy Plan Update.
(Reference [Maine Revised
Statutes](http://www.mainelegislature.org/legis/statutes/) Title 2,
Section 9)
",2011-06-22 00:00:00 UTC,2013-07-10 00:00:00 UTC,false,35,Laws and Regulations,"",,,2020-05-01 00:00:00 UTC,,"",BIOD|ETH|ELEC|EFFEC|HEV|HY|IR|NG|NEVS|PHEV|LPG,"",AIRQEMISSIONS,OTHER,http://www.mainelegislature.org/legis/statutes/,archived,2020-05-01
12363,NJ,Electric Vehicle Supply Equipment (EVSE) Grant Program,"The New Jersey Board of Public Utilities (NJBPU) provides county and
municipal government entities with grants up to \$1,500 for Level 2
EVSE. Eligible EVSE must be purchased between December 1, 2019 and June
1, 2020. NJBPU is accepting applications until April 15, 2020 (verified
December 2019). Funds are awarded on a rolling basis and subject to
availability. For more information, including eligibility requirements
and how to apply, see the [Clean Fleet Electric Vehicle Incentive
Program](https://www.bpu.state.nj.us/bpu/newsroom/2019/approved/20191126.html)
website.
",,,false,25,State Incentives,"",2019-12-20 22:29:10 UTC,2020-04-15 00:00:00 UTC,,,"",ELEC|PHEV,GNT,"",GOV,"",expired,2020-04-15
12407,VA,Electric Vehicle (EV) Charging Station Policies for Associations,"Homeowners associations (HOAs) or condominium associations may not
prohibit the installation of an EV charger for personal use within the
EV charger owner's designated parking space. HOAs may establish
restrictions on the number, size, placement, manner of installation, and
insurance requirements for the EV charger if it is installed on the
exterior of the property or in a common area. HOAs are not liable for
the EV charger.

A condominium association may prohibit the installation of an EV charger
if it is not technically feasible or practical due to safety risks,
structural issues, or engineering conditions. Condominiums may establish
requirements on the manner of installation, architectural design,
insurance requirements, and community-related expenses for the EV
charger.

(Reference [Virginia Code 55.1-1823.1, 55.1-1962.1, and 55.1-2139.1](https://law.lis.virginia.gov/vacode/))",2020-04-09 00:00:00 UTC,,false,20,Laws and Regulations,"",2020-05-11 18:46:15 UTC,,,,"",ELEC|PHEV,"",RTC,MUD|IND,https://lis.virginia.gov/000/sab.htm|https://law.lis.virginia.gov/vacode/,enacted,2020-04-09
12406,VA,Electric Vehicle (EV) Rebate Program Working Group,"The Virginia Department of Mines, Minerals, and Energy in collaboration
with the Department of Environmental Quality, Department of Taxation,
and the Department of Motor Vehicles convened a working group to
evaluate the feasibility of an EV rebate program. The working group
will:

-   Review methods for structuring and administering an EV rebate
    program;
-   Review funding options;
-   Evaluate vehicle sales data in states that offer EV rebates,
-   Identify metrics for evaluating an EV rebate program for incentives
    under \$4,500, and;
-   Recommend incentives for low-income individuals.

The working group published a
[report](https://rga.lis.virginia.gov/published/2020/HD9/pdf) with
program recommendations to the Virginia General Assembly on November 1,
2020. The EV rebate program must be operational by December 30, 2021, or
when funding is available.

(Reference [House Bill 717, 2020](https://lis.virginia.gov/))",2020-04-09 00:00:00 UTC,,false,18,Laws and Regulations,"",2020-05-11 18:42:40 UTC,,,,"",ELEC|PHEV,OTHER,"",GOV,https://lis.virginia.gov/,enacted,2020-04-09
12408,VA,Utility Company Electric Vehicle (EV) Charging Station Requirement,"Utilities must establish electric distribution grid transformation
projects that facilitate the integration of electrical facilities and
infrastructure necessary to support EV chargers. Utilities will petition
the State Corporation Commission for program approval and will receive a
final order within six months of the petition filing.

(Reference [Virginia Code 56-576 and 56-585.1](https://law.lis.virginia.gov/vacode))",2020-04-09 00:00:00 UTC,,false,23,Laws and Regulations,"",2020-05-11 18:50:59 UTC,,,,"",ELEC|PHEV,"",OTHER,STATION|AFP,https://lis.virginia.gov/000/sab.htm|https://law.lis.virginia.gov/vacode,enacted,2020-04-09
12390,UT,Electric Vehicle (EV) Charging Station Rebate Program Authorization,"The Utah Public Service Commission is authorized to establish a
large-scale EV charging station program, with a maximum cost of
\$50,000,000. The program may include utility-owned EV charging
stations, a new EV charging station rate structure, and a public
education plan. Utilities implementing EV charging station programs must
submit annual progress reports by June 1 for the previous calendar year.

(Reference [Utah Code 54-2-1 and 54-4-41](https://le.utah.gov/xcode/code.html))",2020-03-28 00:00:00 UTC,,false,85,Laws and Regulations,"",2020-04-10 18:52:00 UTC,,,,"",ELEC|PHEV,"",OTHER,GOV|OTHER,https://le.utah.gov|https://le.utah.gov/xcode/code.html,enacted,2020-03-28
12392,UT,Electric Vehicle Emissions Inspections Exemption,"Vehicles powered exclusively by electricity are exempt from state motor
vehicle emissions inspections.

(Reference [Utah Code 41-1a-1223 and 41-6a-1642](https://le.utah.gov/xcode/code.html))",2020-03-24 00:00:00 UTC,,false,90,State Incentives,"",2020-04-10 19:07:32 UTC,,,,"",ELEC,EXEM,"",FLEET|IND,https://le.utah.gov/xcode/code.html,enacted,2020-03-24
12391,UT,Electric Vehicle (EV) Plan,"The Utah Department of Transportation (UDOT) must lead state agencies in
the creation of a statewide EV plan to provide EV charging station
facilities along certain state highways at distances no greater than
every 50 miles. EV charging station locations must be determined by June
30, 2021, and installed by December 31, 2025. In August 2021, UDOT
published the [Utah Statewide Electric Vehicle Charging Network
Plan](https://drive.google.com/file/d/1lgGn7HTLExuv-6L68tXDupnClTbEj9pO/view?usp=sharing).

(Reference [Utah Code 72-1-216](https://le.utah.gov/xcode/code.html))",2020-03-24 00:00:00 UTC,,false,88,Laws and Regulations,"",2020-04-10 18:56:37 UTC,,,,"",ELEC|PHEV,"",OTHER,STATION|GOV,https://le.utah.gov/xcode/code.html|https://le.utah.gov/,enacted,2020-03-24
4688,OR,Alternative Fuel Vehicle Acquisition (AFV) and Fuel Use Requirements,"Beginning January 1, 2025, all new light-duty state agency fleet vehicle
purchases or leases must be all-electric, plug-in hybrid electric, or
hydrogen fuel cell vehicles, to the maximum extent possible. If
purchasing or leasing these vehicles is not feasible, state agencies may
purchase or lease light-duty AFVs or qualifying low-emission vehicles.
Each state agency must develop and report a greenhouse gas reduction
baseline and annual reduction targets to the Oregon Department of
Administrative Services (DAS). Reports to DAS must include the number of
purchases or leases of ZEVs, AFVs, and AFV conversions and the quantity
of each type of alternative fuel used annually by state agency fleets.

(Reference [Executive Order 20-04, 2020](https://www.oregon.gov/gov/Pages/executive-orders.aspx) and [Oregon Revised Statutes 267.030 and 283.327](https://www.oregonlegislature.gov/))",2005-06-15 00:00:00 UTC,2020-03-10 00:00:00 UTC,false,100,Laws and Regulations,"",2020-04-23 00:21:30 UTC,,,,"",BIOD|ETH|ELEC|HY|NG|PHEV|LPG,"",REQ|CCEINIT,GOV,http://governor.oregon.gov/Gov/exec_orders.shtml|https://www.oregon.gov/gov/Pages/executive-orders.aspx|https://www.oregon.gov/gov/Pages/executive-orders.aspx|https://www.oregonlegislature.gov/|https://www.oregonlegislature.gov/bills_laws,amended,2020-03-10
6606,OR,Clean Transportation Fuel Standards,"The Oregon Department of Environmental Quality (DEQ) administers the
Oregon Clean Fuels Program (Program), which requires fuel producers and
importers to register, keep records of, and report the volumes and
carbon intensities of the fuels they provide in Oregon. Phase 2 of the
Program, implemented in 2016, requires fuel suppliers to reduce the
carbon content of transportation fuels.

In 2022, a new goal was implemented to reduce the carbon content of
transportation fuels by 20% below 2015 levels by 2030, and 37% below
2015 levels by 2035.

DEQ must conduct rulemaking for the Program to support greater electric
vehicle (EV) adoption. DEQ must also develop a
[method](https://goelectric.oregon.gov/our-strategy) to aggregate and
monetize all eligible EV credits in the Program to assist in achieving
the state goal of 250,000 registered EVs in Oregon by 2025. For more
information, see the DEQ [Oregon Clean Fuels
Program](https://www.oregon.gov/deq/ghgp/cfp/Pages/CFP-Overview.aspx)
website.

(Reference [Oregon Revised Statutes 468A.266](https://www.oregonlegislature.gov/bills_laws/Pages/ORS.aspx), [Oregon Administrative Rules 340-253](http://sos.oregon.gov/archives/Pages/oregon_administrative_rules.aspx), and [Permanent Administrative Order DEQ 17-2022](https://secure.sos.state.or.us/oard/displayChapterRules.action?selectedChapter=80))",2009-07-22 00:00:00 UTC,2020-03-10 00:00:00 UTC,false,70,Laws and Regulations,"",2020-04-23 00:24:40 UTC,,,,"",BIOD|ETH|ELEC|HY|NG|PHEV|LPG,"",CCEINIT|STD,OTHER,https://www.oregonlegislature.gov/bills_laws/Pages/ORS.aspx|http://sos.oregon.gov/archives/Pages/oregon_administrative_rules.aspx|https://secure.sos.state.or.us/oard/displayChapterRules.action?selectedChapter=80,amended,2020-03-10
12393,OR,State Emissions Reductions and Reporting Requirements,"Oregon will pursue transportation electrification as part of greenhouse
gas emissions reduction targets of at least 45% below 1990 levels by
2035, and at least 80% below 1990 levels by 2050. Select state agencies
must report actions to reduce emissions annually. The Oregon Department
of Transportation published a
[report](https://www.oregon.gov/odot/Programs/Documents/23021%20T031%20TEINA%20Report%20August%202022.pdf)
on statewide transportation electrification infrastructure analysis with
updates in August 2022. Additional requirements apply.

(Reference [Executive Order 20-04, 2020](http://www.oregon.gov/gov/admin/pages/executive-orders.aspx))",2020-03-10 00:00:00 UTC,,false,105,Laws and Regulations,"",2020-04-23 00:29:48 UTC,,,,"",ELEC|HY|PHEV,"",CCEINIT,OTHER,http://www.oregon.gov/gov/admin/pages/executive-orders.aspx,enacted,2020-03-10
12061,NY,Workplace Electric Vehicle Supply Equipment (EVSE) and Plug-In Electric Vehicle (PEV) Incentives,"Charge to Work NY initiative is offering employers in the greater New
York City region \$8,000 rebate per dual-connector EVSE installed.
Employees of organizations that receive the rebate are eligible for a
\$500 rebate toward the purchase or lease of a qualified PEV. For more
information, see the Charge to Work NY website.
",,,false,43,State Incentives,"",2018-09-13 14:52:11 UTC,,2020-02-29 00:00:00 UTC,,"",ELEC|PHEV,RBATE,"",STATION|FLEET|GOV,"",archived,2020-02-29
12836,TX,Heavy-Duty Vehicle and Equipment Grants,"The Texas Commission on Environmental Quality (TCEQ) administers the
Rebate Grants Program (Program) as part of the Texas Emissions Reduction
Plan (TERP). The Program provides grants to eligible entities to replace
or repower existing heavy-duty, diesel-powered vehicles. Replacement
vehicles and engines may not be more than three years older than the
calendar year purchased and must reduce nitrogen oxide emissions by at
least 25% compared to the vehicle or engine being replaced. Eligible
replacement on- and off-road vehicles must be powered by diesel, natural
gas, propane, methanol, hydrogen, or electricity. For more information,
including current application periods, see the TCEQ Texas Emissions
Reduction Plan
[TERP](https://www.tceq.texas.gov/airquality/terp/programs) website.

(Reference [Texas Health and Safety Code 386.104](http://www.statutes.legis.state.tx.us/))",2020-02-01 00:00:00 UTC,,false,7,State Incentives,"",,,,,"",ELEC|EFFEC|HY|NG|PHEV|LPG,"","",GOV,http://www.statutes.legis.state.tx.us/,enacted,2020-02-01
12369,NJ,Electric Vehicle (EV) and EV Charger Deployment Goals,"The State of New Jersey will work to increase the number of EVs and
related infrastructure to meet the following state goals:

-   10% of new buses purchased by the New Jersey Transit Corporation
    must be zero emission vehicles (ZEV) by December 31, 2024. Then 50%
    of new buses must be ZEV by December 31, 2026, and 100% must be ZEV
    by December 31, 2032.
-   By December 31, 2025, there must be 400 direct current (DC) fast
    chargers and 1,000 Level 2 EV chargers installed and available for
    public use at a minimum of 200 locations. Seventy-five locations
    must include at least two DC fast chargers installed along travel
    corridors, while 100 locations must include at least two DC fast
    chargers in community locations. Additionally, 15% of all
    multi-family residential properties must include EV charger
    infrastructure, and 20% of all franchised overnight lodging must
    have EV chargers available for guests. At least 330,000 of the total
    number of registered light-duty vehicles in the state must also be
    EVs.
-   By December 31, 2035, there will be 2 million registered light-duty
    EVs in the state, and 100% of state-owned, non-emergency light-duty
    vehicles must be EVs.
-   By December 31, 2040, 85% of all new light-duty vehicles sold in the
    state will be EVs.

The New Jersey Department of Environmental Protection (NJDEP), in
consultation with the New Jersey Board of Public Utilities (NJBPU), was
required to establish goals for transportation electrification and
infrastructure development for medium- and heavy-duty on-road diesel
vehicles and charging infrastructure by December 31, 2020. In June 2021,
NJBPU released [draft
goals](https://www.nj.gov/bpu/pdf/publicnotice/Notice%20Medium%20Heavy%20Duty%20EV%20Straw%20Proposal.pdf)
for public feedback. For more information, see the NJBPU [EV Incentive
Programs](https://www.njcleanenergy.com/ev) website.

NJDEP develops and implements a [public education
program](https://dep.nj.gov/drivegreen/destination-electric/) regarding
the availability and benefits of EVs, state EV goals, and the
availability of EV and EV charging station incentives.

NJDEP and NJBPU must prepare and submit a report to the governor and
legislature every five years on the state of the EV market in New
Jersey, progress towards achieving the above goals, barriers to the
achievement of the goals, and recommendations for legislative or
regulatory action to address barriers.

(Reference [New Jersey Statute 48:25-3](https://www.njleg.state.nj.us/))",2020-01-17 00:00:00 UTC,,false,4,Laws and Regulations,"",2020-01-22 21:59:32 UTC,,,,"",ELEC|PHEV,"",OTHER,STATION|FLEET|GOV|IND,https://www.njleg.state.nj.us/|https://www.njleg.state.nj.us/,enacted,2020-01-17
12371,NJ,Electric Vehicle (EV) Charger Rebate Program Authorization,"The New Jersey Board of Public Utilities is authorized to establish a
residential EV charger incentive program.

(Reference [New Jersey Statute 48:25-6](https://www.njleg.state.nj.us/))",2020-01-17 00:00:00 UTC,,false,7,Laws and Regulations,"",2020-01-22 22:16:07 UTC,,,,"",ELEC|PHEV,"",OTHER,GOV,https://www.njleg.state.nj.us/|https://www.njleg.state.nj.us/,enacted,2020-01-17
12372,NJ,Public Utility Definition,"An entity that owns, controls, operates, or manages electric vehicle
supply equipment is not defined as a public utility.

(Reference [New Jersey Statute 48:25-10](https://www.njleg.state.nj.us/))",2020-01-17 00:00:00 UTC,,false,12,Laws and Regulations,"",2020-01-22 22:18:59 UTC,,,,"",ELEC|PHEV,"",UTILITY,STATION,https://www.njleg.state.nj.us/|https://www.njleg.state.nj.us/,enacted,2020-01-17
8904,IL,All-Electric Vehicle (EV) Registration Fee Reduction,"EVs are eligible for a reduced biennial vehicle registration fee of
\$35. To qualify for the reduced fee, the EV must weigh 8,000 pounds or
less and be propelled by an electric engine. This fee reduction is valid
until January 1, 2020. (Reference [Senate Bill](http://www.ilga.gov/)
1939, 2019, and 625 [Illinois Compiled
Statutes](http://www.ilga.gov/legislation/ilcs/ilcs.asp) 5/3-805)
",2010-07-21 00:00:00 UTC,,false,40,State Incentives,"",2019-07-18 23:05:22 UTC,2020-01-01 00:00:00 UTC,,,"",ELEC,EXEM,"",FLEET|GOV|IND,http://www.ilga.gov/|http://www.ilga.gov/legislation/ilcs/ilcs.asp,expired,2020-01-01
12154,DC,Fuel Efficient Vehicle Title Excise Tax,"By January 1, 2020, the District of Columbia Department of Motor
Vehicles (DMV), in consultation with the District of Columbia Department
of Energy and Environment (DOEE), must revise the vehicle title excise
tax to vary based on the fuel efficiency of the vehicle seeking title.
The DMV and DOEE will develop a benchmark fuel efficiency standard.
Vehicles seeking title with a fuel efficiency above the benchmark
standard will pay a decreased excise tax amount or receive an excise tax
rebate. Vehicles seeking title with a fuel efficiency below the
benchmark standard will pay an increased excise tax amount. (Reference
[District of Columbia Code](https://code.dccouncil.us/dc/council/code/)
50-2201.03(j)(1A))
",2019-01-18 00:00:00 UTC,,false,25,Laws and Regulations,"",2019-02-08 21:21:17 UTC,,2020-01-01 00:00:00 UTC,,"",BIOD|ETH|ELEC|HEV|HY|NG|PHEV|LPG,"",REGIS,FLEET|IND,http://dccouncil.us/|https://code.dccouncil.us/dc/council/code/,archived,2020-01-01
11663,CO,Fleet Purchase and Pricing Agreement Requirements,"The Colorado state fleet and the Colorado Department of Transportation
(CDOT) must purchase natural gas vehicles (NGVs) where natural gas
fueling is available or planned, whenever possible. Where NGVs are not
viable options, other alternative fuel vehicles (AFVs) such as plug-in
electric, hybrid electric, and propane vehicles, must be considered. All
new vehicles purchased must be either alternatively fueled or exceed
federal Corporate Average Fuel Economy standards.

In addition, CDOT and the Colorado Department of Personnel and
Administration (DPA) must include AFVs in state pricing agreements; AFVs
include compressed natural gas, hybrid electric, plug-in electric, and
propane vehicles. CDOT and DPA must also determine opportunities to
expand state pricing into alternative fuel and fuel-efficient heavy-duty
equipment, as well as into idle reduction technologies and telematics.

(Reference [Executive
Order](https://www.colorado.gov/governor/executive-orders) D 2015-013,
2015)
",2015-10-28 00:00:00 UTC,,false,50,Laws and Regulations,"",2015-11-11 19:19:51 UTC,,2019-12-31 00:00:00 UTC,,"",ELEC|HEV|NG|PHEV|LPG,"",REQ,GOV,https://www.colorado.gov/governor/executive-orders,archived,2019-12-31
11662,CO,Inter-Agency Fleet Improvement Coordination,"The Colorado Energy Office, Department of Transportation (CDOT),
Department of Public Health and Environment, and Department of Personnel
and Administration (DPA) will establish a State Fleet Sub-Council
(Sub-Council) to help develop, implement, and improve programs, plans,
and policies that save money, reduce emissions, promote domestic fuel
use, and conserve natural resources. The Sub-Council will:

-   Develop standard procedures and formulas for modeling and monitoring
    potential alternative fuel vehicles (AFVs) and fuel reduction
    efforts that link acquisition and operations budgets;
-   Create an idle reduction policy for state agencies;
-   Create a process that allows fleet coordinators to replace vehicles
    with AFVs before standard retirement age if the replacement is
    cost-effective;
-   Identify and evaluate other fuel-saving practices and develop
    procedures for their implementation; and
-   Evaluate alternative financing options for state fleet vehicles
    including leasing, energy performance contracting, and other options
    that may reduce costs.

In addition, DPA and CDOT will establish policies and procedures to
promote the cost-effective use of non-petroleum fuel vehicles and other
fleet efficiency improvements. The policies must strive for the use of
non-petroleum based fuels at least 90% of the time when cost-effective.

(Reference [Executive
Order](https://www.colorado.gov/governor/executive-orders) D 2015-013,
2015)
",2015-10-28 00:00:00 UTC,,false,49,Laws and Regulations,"",2015-11-11 19:14:42 UTC,,2019-12-31 00:00:00 UTC,,"",BIOD|ETH|ELEC|EFFEC|HEV|HY|IR|NG|PHEV|LPG,"",REQ|AIRQEMISSIONS|DREST,OTHER,https://www.colorado.gov/governor/executive-orders,archived,2019-12-31
11664,CO,Workplace Charging Evaluation,"Colorado state agencies and departments must evaluate opportunities to
improve commuting options for employees, including the installation of
workplace charging for plug-in electric vehicles. Agencies and
departments may coordinate with the Colorado Energy Office as needed for
technical support. (Reference [Executive
Order](https://www.colorado.gov/governor/executive-orders) D 2015-013,
2015)
",2015-10-28 00:00:00 UTC,,false,51,Laws and Regulations,"",2015-11-11 19:24:06 UTC,,2019-12-31 00:00:00 UTC,,"",ELEC|PHEV,"",REQ,STATION|OTHER,https://www.colorado.gov/governor/executive-orders,archived,2019-12-31
12376,DE,Public Utility Definition,"An entity that owns, operates, controls, or manages a facility that
supplies electricity to the public exclusively to charge plug-in
electric vehicles is not defined as a public utility.

(Reference [Delaware Public Service Commission 19-0377](https://depsc.delaware.gov/))",2019-12-19 00:00:00 UTC,,false,34,Laws and Regulations,"",2020-02-25 16:15:36 UTC,,,,"",ELEC|PHEV,"",UTILITY,STATION,https://depsc.delaware.gov/,enacted,2019-12-19
12523,NY,Electric Vehicle (EV) and EV Charger Study,"The New York State Energy Research and Development Authority (NYSERDA)
prepared a
[report](https://www.nyserda.ny.gov/-/media/Project/Nyserda/Files/Publications/Research/Transportation/21-06-New-York-State-Transportation-Electrification-Report.pdf)
on the state's EVs and EV chargers. The report analyzes the potential
environmental and policy benefits from expanding the state's inventory
of EV and EV chargers, identifies current EV chargers, evaluates
geographic areas lacking access to public EV chargers, evaluates EV
incentives, and assesses the feasibility to electrify the state vehicle
fleet.

(Reference [Senate Bill 5820, 2019](https://nyassembly.gov/))",2019-12-16 00:00:00 UTC,,false,28,Laws and Regulations,"",,,,,"",ELEC|PHEV,"",OTHER,GOV,https://nyassembly.gov/,enacted,2019-12-16
12525,NY,Electric Vehicle (EV) Policies for Condominiums,"Condominium associations may not prohibit or restrict the installation
or use of EV chargers in a homeowner's designated parking space.
Condominium associations may put reasonable restrictions on EV chargers,
but the policies may not significantly increase the cost of the EV
chargers or prohibit installation. Homeowners must comply with
applicable health and safety codes and architectural standards, engage a
licensed installation contractor, and provide a certificate of
insurance. The homeowner is responsible for the cost of the
installation, operation, maintenance, repair, removal, or replacement of
the station in their parking space, as well as any resulting damage to
the EV charger or surrounding area. (Reference [New York Consolidated
Laws](https://www.nysenate.gov/legislation/laws) Real Property Section
339-LL)
",2019-12-06 00:00:00 UTC,,false,40,Laws and Regulations,"",2020-12-09 23:22:19 UTC,,,,"",ELEC|PHEV,"",RTC,MUD|IND,https://www.nysenate.gov/legislation/laws,enacted,2019-12-06
12337,IA,Public Utility Definition,"An entity providing electricity for the purpose of electric vehicle
charging is not considered a public utility. Regulated public utilities
cannot prohibit or restrict the sale of electricity at an electric
vehicle charging station.

(Reference [199 Iowa Administrative Code Rule 20.20(476)](https://www.legis.iowa.gov/))",2019-11-27 00:00:00 UTC,,false,55,Laws and Regulations,"",2019-12-16 22:11:08 UTC,,,,"",ELEC|PHEV,"",UTILITY,STATION,https://www.legis.iowa.gov/docs/aco/arc/4720C.pdf|https://www.legis.iowa.gov/,enacted,2019-11-27
12058,IL,Heavy-Duty Transit Bus and School Bus Grants,"The Illinois Environmental Protection Agency (EPA) established the
Driving a Cleaner Illinois program to administer funds awarded through
the [Volkswagen Environmental Mitigation
Trust](https://www.epa.gov/enforcement/volkswagen-clean-air-act-civil-settlement).
Funding is available for the replacement of existing government-owned
diesel public transit buses with new diesel, alternative fuel, and
all-electric transit buses, as well as for all-electric school bus pilot
projects. For more information, including how to apply, see the Illinois
EPA [Grant Accountability and Transparency
Act](https://grants.illinois.gov/portal/) page.
",,,false,,State Incentives,"",2018-09-10 15:25:16 UTC,,2019-11-08 00:00:00 UTC,,"",BIOD|ETH|ELEC|HY|NG|PHEV|LPG,GNT,"",FLEET|GOV,"",archived,2019-11-08
12358,NJ,Electric Vehicle (EV) Charger Development,"Municipal master plans shall promote the installation of EV chargers in
locations including commercial districts, public transportation
facilities, transportation corridors, and rest stops.

(Reference [New Jersey Statutes 40:55D-28, 40:55D-89, and 40A:12A-7](https://www.njleg.state.nj.us/))",2019-11-06 00:00:00 UTC,,false,24,Laws and Regulations,"",2019-12-20 16:46:48 UTC,,,,"",ELEC|PHEV,"",REQ,GOV,https://www.njleg.state.nj.us/|https://www.njleg.state.nj.us/,enacted,2019-11-06
12511,CA,Electric Vehicle (EV) Charger Billing Requirements ,"EV charger charging rates must be based on a price per megajoule or
kilowatt-hour. All EV charger must be able to indicate the billing rate
at any point during a transaction. Existing Level 2 EV chargers
installed before January 1, 2021, must be updated by January 1, 2031,
and Level 2 EV chargers installed after January 1, 2021, must comply
upon installation. Existing direct current (DC) fast chargers installed
before January 1, 2023, must be updated by January 1, 2033, and DC fast
chargers installed after January 1, 2023, must comply upon installation.

(Reference [California Code of Regulations Title 4, Sections 4001 and 4002.11](https://oal.ca.gov/publications/ccr/))",2019-11-01 00:00:00 UTC,,false,51,Laws and Regulations,"",2020-11-13 15:54:59 UTC,,,,"",ELEC|PHEV,"",OTHER,STATION,https://oal.ca.gov/publications/ccr/,enacted,2019-11-01
11622,NY,Plug-in Electric Vehicle (PEV) Toll Discount Program,"Vehicles eligible for the New York Clean Pass Program, including PEVs
and hybrid electric vehicles, receive a discounted toll rate on all Port
Authority of New York & New Jersey (PANYNJ) off-peak hour crossings.
Vehicles must register with E-ZPass New York. Drivers of qualified
vehicles may also receive a 10% discount on established E-ZPass accounts
with proof of registration. This exemption expires September 30, 2019.
For more information, including a complete list of eligible vehicles and
application instructions, see the [PANYNJ
E-ZPass](https://www.panynj.gov/bridges-tunnels/e-zpass.html) and [Green
Pass Discount Plan](http://www.thruway.ny.gov/ezpass/greentag.html)
websites.
",,,false,47,State Incentives,"",2019-12-11 19:13:04 UTC,2019-11-01 00:00:00 UTC,,,"",ELEC|HEV|PHEV,EXEM,"",IND,"",expired,2019-11-01
12489,NC,Electric Vehicle (EV) Registration Tracking Requirement,"The North Carolina Department of Transportation (NCDOT) will report EV,
hybrid electric vehicle, and plug-in hybrid electric vehicle
registrations on its performance dashboard. Data must include the number
of monthly new registrations, monthly registration renewals, and the
cumulative number of new registrations. For more information, see the
NCDOT [REPORT
Program](https://www.ncdot.gov/about-us/our-mission/Performance/Pages/ncdot-report-program.aspx)
and the [Zero Emission Vehicle Registration
Data](https://www.ncdot.gov/initiatives-policies/environmental/climate-change/Pages/zev-registration-data.aspx)
websites.

(Reference [Session Law 2019-231, Section 4.14(a)](https://www.ncleg.gov/Sessions/2019/Bills/House/PDF/H100v4.pdf) and [North Carolina General Statues 136-18.05](https://www.ncleg.gov/Laws/GeneralStatutes))",2019-10-18 00:00:00 UTC,,false,118,Laws and Regulations,"",2020-10-12 16:35:35 UTC,,,,"",ELEC|HEV|PHEV,"",OTHER,GOV,https://www.ncleg.gov/Sessions/2019/Bills/House/PDF/H100v4.pdf|https://www.ncleg.gov/Laws/GeneralStatutes,enacted,2019-10-18
